fecha,lote_id,finca_id,especie,variedad,tipo_cultivo,fecha_siembra,edad_dias,area_ha,densidad_plantas_ha,ciclo_objetivo_dias,sistema_riego,sustrato,estado_fenologico,capacidad_instalada_tallos_dia,rendimiento_base_tallos_ha_sem,porcentaje_exportable_objetivo,temp_media_c,temp_max_c,temp_min_c,humedad_relativa_pct,radiacion_mj_m2,lluvia_mm,vpd_kpa,horas_luz,nubosidad_pct,mano_obra_disponible,mano_obra_requerida,horas_corte,horas_empaque,disponibilidad_camara_frio_pct,fertilizacion_nivel,aplicacion_fitosanitaria,incidencia_plaga_pct,incidencia_enfermedad_pct,merma_poscosecha_pct,retraso_logistico_horas,pedido_id,fecha_pedido,fecha_entrega,cliente_id,tipo_cliente,pais_destino,canal,tallos_solicitados,tallos_confirmados,precio_unitario,descuento_pct,prioridad_cliente,lead_time_dias,cancelado,produccion_estimadaa_tallos,produccion_exportable_tallos,cumplimiento_pedido_pct,gap_demanda_oferta,riesgo_quiebre,riesgo_sobreproduccion,margen_bruto_estimado,score_calidad_lote,probabilidad_cancelacion,forecast_error_historico
2025-04-12,FIN-04-L001,FIN-04,Rosa,Mondial,Campo abierto,2024-12-22,111,1.61,67605,105,Microaspersión,Coco,Cosecha,10465,85000,0.88,13.4,17.6,6.6,75.4,20.6,0.6,0.36,11.9,39.4,36,36,23.3,15.1,100.0,Medio,1,7.2,25.5,13.2,13,PED-00978,2025-03-22,2025-04-13,CLI-116,Exportador,Canadá,Spot,7140,6581,0.396,0,Media,21,0,10438,6628,92.2,-512,Medio,Bajo,1337.2,29.0,0.25,-0.189
2025-12-02,FIN-04-L024,FIN-04,Rosa,Explorer,Invernadero,2025-08-03,121,0.81,59286,105,Goteo,Suelo,Botón,5265,85000,0.88,16.1,24.8,9.6,56.0,21.6,0.8,0.78,12.7,7.9,29,12,7.6,5.7,85.4,Medio,0,12.5,8.8,10.6,0,PED-00979,2025-11-18,2025-12-05,CLI-077,Retail,Países Bajos,Spot,2559,2559,0.448,0,Media,14,0,6625,4853,100.0,2294,Bajo,Alto,641.45,48.4,0.18,0.104
2025-01-30,FIN-01-L050,FIN-01,Rosa,Explorer,Campo abierto,2024-10-12,110,1.02,67809,105,Goteo,Cascarilla,Reposo,6630,85000,0.88,16.0,20.8,10.7,77.2,20.3,0.0,0.4,12.7,29.2,37,21,11.9,10.7,90.5,Alto,0,16.5,0.3,7.3,14,PED-00980,2025-01-09,2025-02-04,CLI-109,Mayorista,Chile,Spot,4504,4504,0.41,0,Media,21,0,10365,8239,100.0,3735,Bajo,Alto,936.55,63.7,0.25,-0.039
2025-12-12,FIN-02-L031,FIN-02,Rosa,Vendela,Invernadero,2025-09-21,82,1.04,70058,105,Goteo,Coco,Cosecha,6760,85000,0.88,14.8,22.3,9.8,87.5,19.0,0.0,0.25,12.0,41.7,36,16,15.2,8.3,92.4,Medio,0,6.6,8.8,8.8,12,PED-00981,2025-11-12,2025-12-13,CLI-031,Mayorista,España,Preventa,8551,6117,0.481,8,Media,30,0,7593,5939,71.5,-2612,Alto,Bajo,1678.23,62.2,0.446,-0.046
2025-05-31,FIN-04-L017,FIN-04,Clavel,Dover,Invernadero,2025-03-25,67,1.61,75368,90,Microaspersión,Cascarilla,Cosecha,10465,105000,0.88,16.6,22.3,10.0,76.6,17.9,5.6,0.43,12.0,34.6,24,38,16.6,8.6,77.1,Bajo,1,18.2,21.8,17.6,3,PED-00982,2025-05-01,2025-06-02,CLI-103,Supermercado,Chile,Contrato,1102,1102,0.258,5,Alta,30,1,6428,3587,100.0,2485,Bajo,Alto,132.19,4.1,0.325,-0.01
2025-06-17,FIN-04-L058,FIN-04,Clavel,Bizet,Invernadero,2025-03-19,90,1.67,82839,90,Microaspersión,Suelo,Botón,10855,105000,0.88,20.7,28.6,14.3,52.8,13.0,0.0,1.07,12.3,64.3,26,31,26.1,7.7,89.3,Medio,0,16.8,0.8,8.4,3,PED-00983,2025-06-10,2025-06-19,CLI-067,Exportador,Chile,Spot,5521,5521,0.308,2,Media,7,0,10765,8434,100.0,2913,Bajo,Alto,1047.0,60.0,0.104,0.048
2025-11-02,FIN-02-L038,FIN-02,Rosa,Freedom,Invernadero,2025-06-14,141,1.49,69122,105,Goteo,Coco,Botón,9685,85000,0.88,14.0,21.2,8.1,92.8,19.5,2.0,0.25,12.2,45.6,16,20,16.6,15.0,85.9,Alto,1,10.4,2.9,8.4,15,PED-00984,2025-10-12,2025-11-03,CLI-114,Mayorista,Canadá,Contrato,5611,5611,0.36,10,Alta,21,1,7831,6278,100.0,667,Bajo,Bajo,663.44,64.9,0.22,-0.185
2025-02-02,FIN-04-L054,FIN-04,Clavel,Dover,Invernadero,2024-10-30,95,1.6,82133,90,Goteo,Suelo,Botón,10400,105000,0.88,21.6,26.8,15.2,71.8,15.1,1.4,0.67,12.4,49.9,25,30,19.6,10.6,73.8,Medio,1,35.0,4.9,13.9,7,PED-00985,2025-01-26,2025-02-04,CLI-094,Mayorista,Canadá,Preventa,5956,4255,0.238,8,Media,7,0,7220,4360,71.4,-1596,Alto,Bajo,416.8,12.9,0.216,-0.056
2025-04-12,FIN-01-L047,FIN-01,Rosa,Vendela,Campo abierto,2024-12-19,114,0.5,69974,105,Microaspersión,Coco,Botón,3250,85000,0.88,17.7,23.6,11.4,79.2,7.0,0.1,0.4,12.2,57.4,28,6,5.5,5.0,83.0,Alto,1,24.4,6.8,11.5,17,PED-00986,2025-03-13,2025-04-13,CLI-065,Mayorista,Canadá,Spot,3160,815,0.501,5,Media,30,1,1486,997,25.8,-2163,Alto,Bajo,244.94,32.2,0.45,0.038
2025-07-08,FIN-03-L032,FIN-03,Rosa,Vendela,Invernadero,2025-03-28,102,1.15,66166,105,Microaspersión,Coco,Cosecha,7474,85000,0.88,15.5,21.5,8.5,75.5,17.2,0.0,0.42,11.7,58.9,33,23,14.2,11.9,100.0,Medio,1,2.5,3.9,5.2,0,PED-00987,2025-06-08,2025-07-13,CLI-047,Mayorista,España,Preventa,2440,2440,0.455,5,Media,30,0,9208,7992,100.0,5552,Bajo,Alto,562.32,84.7,0.325,-0.048
2025-09-12,FIN-04-L044,FIN-04,Rosa,Freedom,Invernadero,2025-05-26,109,0.72,56978,105,Microaspersión,Suelo,Vegetativo,4680,85000,0.88,13.4,18.6,7.0,61.7,8.5,0.0,0.56,11.9,66.0,19,12,11.2,8.6,82.9,Medio,1,7.8,14.2,10.2,16,PED-00988,2025-08-13,2025-09-14,CLI-039,Supermercado,Estados Unidos,Contrato,3424,1879,0.403,5,Media,30,0,2353,1686,54.9,-1738,Alto,Bajo,373.23,47.1,0.45,0.04
2025-01-25,FIN-03-L006,FIN-03,Clavel,Bizet,Invernadero,2024-10-13,104,0.23,73504,90,Microaspersión,Coco,Cosecha,1495,105000,0.88,20.2,28.1,15.8,68.2,19.2,0.1,0.71,12.4,33.3,27,4,2.6,2.5,86.1,Medio,0,0.5,2.7,3.6,2,PED-00989,2024-12-11,2025-01-26,CLI-051,Mayorista,Estados Unidos,Contrato,3412,1750,0.285,0,Alta,45,0,2271,2003,51.3,-1409,Alto,Bajo,293.6,89.2,0.45,0.116
2025-11-20,FIN-01-L036,FIN-01,Rosa,Vendela,Invernadero,2025-08-08,104,0.19,56310,105,Microaspersión,Suelo,Cosecha,1235,85000,0.88,15.6,24.1,10.0,65.6,16.1,4.9,0.59,12.0,49.4,35,4,2.0,1.5,65.1,Medio,0,16.4,6.0,11.5,2,PED-00990,2025-10-21,2025-11-21,CLI-030,Exportador,Estados Unidos,Contrato,5432,943,0.382,5,Media,30,0,1392,985,17.4,-4447,Alto,Bajo,188.82,40.2,0.45,0.125
2025-10-12,FIN-01-L052,FIN-01,Rosa,Explorer,Invernadero,2025-05-21,144,1.53,62762,105,Microaspersión,Suelo,Botón,9945,85000,0.88,13.9,20.7,8.1,81.7,11.4,0.0,0.28,12.3,78.9,24,29,24.7,9.9,93.4,Medio,0,10.4,13.4,10.9,3,PED-00991,2025-09-28,2025-10-17,CLI-106,Mayorista,Canadá,Contrato,5651,2253,0.434,5,Media,14,0,3767,2694,39.9,-2957,Alto,Bajo,475.48,45.8,0.295,-0.095
2025-10-14,FIN-01-L020,FIN-01,Gypsophila,Million Star,Invernadero,2025-07-10,96,0.46,90584,75,Microaspersión,Cascarilla,Cosecha,2990,78000,0.88,17.0,25.0,11.3,67.3,22.6,1.5,0.61,12.2,28.2,24,10,6.3,2.9,88.9,Medio,1,5.6,18.4,10.0,15,PED-00992,2025-08-30,2025-10-16,CLI-046,Exportador,Países Bajos,Spot,6932,1989,0.168,0,Media,45,1,2962,2082,28.7,-4850,Alto,Bajo,161.59,45.8,0.45,0.079
2025-10-07,FIN-03-L044,FIN-03,Rosa,Explorer,Invernadero,2025-06-26,103,0.46,61906,105,Goteo,Coco,Botón,2990,85000,0.88,19.7,24.5,15.6,72.3,24.1,4.8,0.6,12.0,22.0,39,10,5.4,3.8,89.0,Medio,1,8.0,14.0,10.0,7,PED-00993,2025-09-23,2025-10-12,CLI-032,Broker,Colombia,Contrato,8498,2907,0.396,0,Media,14,0,4156,3008,34.2,-5490,Alto,Bajo,628.77,49.0,0.31,-0.028
2025-05-04,FIN-04-L052,FIN-04,Rosa,Mondial,Invernadero,2025-02-23,70,1.39,62715,105,Microaspersión,Suelo,Botón,9035,85000,0.88,14.6,23.0,9.5,70.4,8.5,0.6,0.48,12.6,66.2,24,20,16.9,12.5,76.2,Medio,1,18.3,5.7,10.6,13,PED-00994,2025-04-13,2025-05-09,CLI-087,Mayorista,Países Bajos,Preventa,12683,1856,0.569,5,Media,21,0,2937,2095,14.6,-10588,Alto,Bajo,643.38,42.6,0.365,0.039
2025-03-20,FIN-03-L025,FIN-03,Rosa,Vendela,Invernadero,2025-01-03,76,0.67,65485,105,Microaspersión,Cascarilla,Cosecha,4355,85000,0.88,14.4,19.8,8.3,60.6,18.3,0.0,0.62,12.5,34.1,37,10,8.5,4.3,90.5,Medio,1,5.4,0.8,5.2,5,PED-00995,2025-03-06,2025-03-21,CLI-012,Broker,España,Preventa,4263,2896,0.534,5,Alta,14,0,4103,3552,67.9,-711,Medio,Bajo,961.38,82.9,0.165,-0.107
2025-05-10,FIN-04-L035,FIN-04,Rosa,Freedom,Invernadero,2025-01-02,128,1.76,69996,105,Goteo,Cascarilla,Cosecha,11440,85000,0.88,14.6,18.9,9.2,69.4,20.8,4.6,0.49,12.6,19.5,26,40,24.0,15.7,98.5,Alto,1,11.7,8.9,12.5,0,PED-00996,2025-03-26,2025-05-13,CLI-096,Mayorista,Países Bajos,Contrato,11684,8271,0.54,8,Media,45,1,12958,9616,70.8,-2068,Medio,Bajo,2564.06,48.6,0.45,0.026
2025-09-07,FIN-04-L002,FIN-04,Rosa,Explorer,Invernadero,2025-06-12,87,0.9,64736,105,Microaspersión,Suelo,Vegetativo,5850,85000,0.88,15.8,19.9,11.8,75.3,10.1,1.1,0.43,11.9,81.1,38,22,11.7,6.4,83.5,Medio,1,2.0,16.6,7.4,11,PED-00997,2025-08-24,2025-09-11,CLI-108,Mayorista,Estados Unidos,Contrato,4576,2012,0.513,0,Alta,14,0,3311,2463,44.0,-2113,Alto,Bajo,617.82,57.6,0.31,0.203
2025-04-12,FIN-04-L034,FIN-04,Rosa,Freedom,Invernadero,2025-02-17,54,1.26,74927,105,Goteo,Cascarilla,Reposo,8190,85000,0.88,15.6,21.8,10.7,54.6,14.3,4.7,0.78,12.1,42.1,25,31,19.6,12.6,71.6,Bajo,1,4.9,14.4,10.4,3,PED-00998,2025-03-13,2025-04-13,CLI-086,Retail,Estados Unidos,Marketplace,1530,1530,0.481,5,Baja,30,0,3478,2505,100.0,975,Bajo,Alto,390.26,47.6,0.365,0.065
2025-08-10,FIN-03-L006,FIN-03,Rosa,Vendela,Invernadero,2025-04-25,107,0.95,63797,105,Microaspersión,Cascarilla,Vegetativo,6175,85000,0.88,16.2,22.1,11.5,81.7,9.7,0.0,0.33,12.3,79.7,26,19,12.0,11.2,90.0,Medio,0,11.6,20.0,12.6,9,PED-00999,2025-07-20,2025-08-12,CLI-023,Retail,Estados Unidos,Marketplace,2007,1766,0.508,8,Media,21,1,3326,2145,88.0,138,Bajo,Bajo,502.23,29.8,0.226,0.118
2025-03-14,FIN-02-L017,FIN-02,Rosa,Freedom,Invernadero,2024-12-17,87,1.02,56809,105,Goteo,Suelo,Vegetativo,6630,85000,0.88,18.0,23.7,11.3,69.5,18.5,0.0,0.6,12.1,31.0,24,20,13.7,9.9,80.4,Medio,1,16.6,13.2,11.6,14,PED-01000,2025-02-28,2025-03-17,CLI-013,Mayorista,Estados Unidos,Preventa,4639,4250,0.398,0,Media,14,0,6079,4035,91.6,-604,Medio,Bajo,915.68,32.7,0.18,0.07
2025-03-04,FIN-04-L019,FIN-04,Rosa,Freedom,Invernadero,2024-10-18,137,0.82,65729,105,Microaspersión,Coco,Cosecha,5330,85000,0.88,12.9,21.4,6.0,73.2,26.0,3.8,0.38,12.5,16.2,40,11,7.9,6.3,91.3,Medio,1,12.5,15.4,10.5,15,PED-01001,2025-02-25,2025-03-06,CLI-037,Mayorista,Chile,Preventa,5361,2759,0.497,0,Media,7,0,4557,3126,51.5,-2235,Alto,Bajo,821.14,40.2,0.24,-0.119
2025-07-26,FIN-02-L032,FIN-02,Rosa,Freedom,Invernadero,2025-04-22,95,1.22,56482,105,Goteo,Suelo,Vegetativo,7930,85000,0.88,18.9,25.2,14.5,75.8,12.9,1.8,0.5,12.3,47.5,24,23,16.4,9.9,91.1,Bajo,1,20.1,7.9,10.6,12,PED-01002,2025-07-12,2025-07-28,CLI-061,Mayorista,Canadá,Spot,2526,2526,0.463,2,Media,14,0,4917,3441,100.0,915,Bajo,Alto,686.12,40.5,0.174,-0.056
2025-05-05,FIN-04-L011,FIN-04,Clavel,Bizet,Campo abierto,2025-04-01,34,1.16,84868,90,Microaspersión,Cascarilla,Cosecha,7539,105000,0.88,12.3,17.8,7.4,67.1,16.2,1.1,0.45,12.3,49.9,23,23,12.6,14.4,77.1,Bajo,0,11.0,27.0,11.9,16,PED-01003,2025-03-21,2025-05-07,CLI-017,Retail,Países Bajos,Preventa,1809,1135,0.241,2,Media,45,1,1807,1052,62.7,-757,Alto,Bajo,146.22,18.4,0.45,0.15
2025-08-02,FIN-02-L008,FIN-02,Clavel,Dover,Invernadero,2025-04-14,110,1.4,80011,90,Microaspersión,Coco,Botón,9100,105000,0.88,18.1,26.8,12.0,78.5,15.3,0.2,0.43,11.8,58.0,34,21,14.9,14.8,74.6,Medio,1,3.8,10.7,11.0,16,PED-01004,2025-07-19,2025-08-03,CLI-003,Exportador,Chile,Preventa,6323,5673,0.282,8,Baja,14,0,8989,6806,89.7,483,Bajo,Bajo,804.41,54.2,0.196,-0.054
2025-12-03,FIN-03-L018,FIN-03,Rosa,Mondial,Invernadero,2025-08-30,95,1.2,65894,105,Microaspersión,Coco,Vegetativo,7800,85000,0.88,17.1,24.0,12.2,66.6,13.0,0.3,0.63,12.1,63.6,43,22,9.1,10.2,89.2,Medio,1,3.4,12.2,7.7,16,PED-01005,2025-11-19,2025-12-06,CLI-009,Exportador,Chile,Contrato,15019,5656,0.547,8,Media,14,0,8097,6278,37.7,-8741,Alto,Bajo,1885.57,63.1,0.286,0.084
2025-12-06,FIN-01-L029,FIN-01,Rosa,Mondial,Invernadero,2025-09-08,89,1.75,68462,105,Goteo,Cascarilla,Vegetativo,11375,85000,0.88,15.8,24.5,9.1,59.0,21.0,1.1,0.71,12.2,27.1,23,33,15.8,11.2,84.3,Alto,1,1.2,4.2,7.2,7,PED-01006,2025-11-29,2025-12-09,CLI-083,Exportador,Estados Unidos,Marketplace,14036,14036,0.449,5,Media,7,0,17633,14982,100.0,946,Bajo,Bajo,3288.13,78.0,0.095,0.072
2025-07-19,FIN-04-L018,FIN-04,Gypsophila,Xlence,Invernadero,2025-06-05,44,1.52,100479,75,Microaspersión,Suelo,Botón,9880,78000,0.88,14.7,20.0,9.2,79.3,17.1,4.9,0.33,11.6,33.5,23,34,17.4,15.8,87.6,Medio,1,2.5,14.2,11.0,1,PED-01007,2025-06-28,2025-07-22,CLI-083,Mayorista,Estados Unidos,Contrato,2263,2263,0.191,5,Media,21,1,5866,4399,100.0,2136,Bajo,Alto,198.04,54.0,0.235,0.112
2025-01-08,FIN-04-L028,FIN-04,Rosa,Vendela,Invernadero,2024-10-02,98,1.42,68637,105,Microaspersión,Coco,Cosecha,9230,85000,0.88,15.8,24.4,11.8,66.1,13.5,0.0,0.59,11.6,33.0,22,32,18.0,14.0,69.6,Medio,0,11.6,20.8,15.2,17,PED-01008,2025-01-01,2025-01-09,CLI-005,Supermercado,Estados Unidos,Contrato,2771,2771,0.388,5,Alta,7,0,6343,3855,100.0,1084,Bajo,Alto,496.83,18.0,0.095,0.083
2025-04-19,FIN-04-L008,FIN-04,Clavel,Bizet,Invernadero,2025-02-13,65,0.27,85174,90,Microaspersión,Suelo,Cosecha,1755,105000,0.88,15.4,22.0,11.3,82.6,16.4,0.0,0.29,12.0,39.3,23,4,2.2,2.0,71.6,Medio,0,15.7,2.0,8.0,0,PED-01009,2025-03-29,2025-04-22,CLI-096,Retail,Estados Unidos,Marketplace,1333,1333,0.267,8,Media,21,0,1893,1447,100.0,114,Bajo,Bajo,160.2,56.1,0.226,-0.006
2025-02-07,FIN-03-L045,FIN-03,Rosa,Vendela,Campo abierto,2024-09-19,141,0.6,57129,105,Microaspersión,Suelo,Botón,3900,85000,0.88,15.3,21.6,8.4,82.9,11.5,0.8,0.29,11.9,75.5,27,15,7.1,5.0,89.0,Medio,0,3.5,3.8,6.7,16,PED-01010,2024-12-24,2025-02-09,CLI-100,Mayorista,Estados Unidos,Contrato,12941,1450,0.461,2,Media,45,1,2234,1889,11.2,-11052,Alto,Bajo,406.42,77.6,0.45,0.123
2025-10-04,FIN-03-L053,FIN-03,Clavel,Bizet,Invernadero,2025-07-12,84,1.26,69925,90,Goteo,Coco,Cosecha,8190,105000,0.88,16.9,23.2,12.5,78.3,11.1,0.3,0.4,12.1,52.6,24,29,12.5,4.8,69.7,Medio,0,9.1,15.0,12.9,3,PED-01011,2025-09-27,2025-10-05,CLI-029,Mayorista,Estados Unidos,Preventa,4239,4239,0.294,0,Media,7,0,7349,4986,100.0,747,Bajo,Medio,746.65,35.1,0.11,-0.086
2025-12-27,FIN-02-L045,FIN-02,Rosa,Vendela,Invernadero,2025-09-04,114,1.3,66092,105,Microaspersión,Coco,Cosecha,8450,85000,0.88,15.5,23.4,9.3,70.4,18.2,3.2,0.5,12.2,57.9,38,29,20.5,14.2,65.1,Alto,1,4.7,9.7,8.8,9,PED-01012,2025-12-13,2025-12-30,CLI-040,Mayorista,Colombia,Contrato,7249,5866,0.542,0,Media,14,1,9753,7403,80.9,154,Bajo,Bajo,2006.51,56.7,0.18,-0.192
2025-01-04,FIN-03-L046,FIN-03,Rosa,Freedom,Invernadero,2024-09-05,121,1.12,60182,105,Microaspersión,Coco,Cosecha,7280,85000,0.88,17.8,24.9,11.5,75.0,21.6,0.0,0.49,12.1,35.4,37,21,14.2,9.2,76.8,Medio,1,9.0,3.0,6.4,4,PED-01013,2024-12-21,2025-01-06,CLI-016,Broker,Chile,Preventa,7827,7827,0.541,5,Alta,14,0,12009,9705,100.0,1878,Bajo,Medio,2565.32,68.7,0.165,0.095
2025-04-20,FIN-03-L016,FIN-03,Rosa,Freedom,Invernadero,2025-01-31,79,1.38,60430,105,Goteo,Coco,Cosecha,8970,85000,0.88,13.2,17.6,7.4,79.9,11.5,1.2,0.29,11.8,62.3,39,27,11.3,11.2,86.0,Alto,1,14.0,3.0,8.6,7,PED-01014,2025-04-13,2025-04-21,CLI-009,Broker,Chile,Preventa,7894,3544,0.472,0,Baja,7,0,5396,4201,44.9,-3693,Alto,Bajo,939.07,59.3,0.28,-0.063
2025-11-06,FIN-03-L044,FIN-03,Rosa,Vendela,Invernadero,2025-07-01,128,1.54,56958,105,Microaspersión,Coco,Cosecha,10010,85000,0.88,14.3,20.6,10.0,67.2,11.9,1.8,0.52,12.3,65.2,25,24,19.0,8.5,97.2,Medio,1,14.4,12.2,10.7,10,PED-01015,2025-10-23,2025-11-11,CLI-115,Exportador,Estados Unidos,Contrato,10288,2954,0.375,8,Baja,14,0,4812,3394,28.7,-6894,Alto,Bajo,408.33,43.4,0.326,0.082
2025-08-02,FIN-01-L022,FIN-01,Rosa,Vendela,Invernadero,2025-04-18,106,1.01,64357,105,Microaspersión,Cascarilla,Vegetativo,6565,85000,0.88,12.2,19.8,7.0,65.8,15.1,0.0,0.46,12.1,49.9,25,16,14.3,5.6,84.7,Alto,0,0.4,1.4,5.0,10,PED-01016,2025-07-19,2025-08-03,CLI-059,Exportador,Canadá,Preventa,9952,6044,0.445,12,Baja,14,0,7803,6914,60.7,-3038,Alto,Bajo,1182.92,88.0,0.314,0.21
2025-04-30,FIN-02-L054,FIN-02,Rosa,Mondial,Invernadero,2025-01-26,94,0.88,59823,105,Microaspersión,Cascarilla,Botón,5720,85000,0.88,15.4,21.5,11.2,72.6,18.0,2.0,0.46,12.3,25.0,29,13,11.9,10.3,85.2,Bajo,0,8.7,16.0,11.7,11,PED-01017,2025-04-16,2025-05-03,CLI-115,Exportador,Estados Unidos,Contrato,7037,3305,0.409,2,Alta,14,1,4702,3259,47.0,-3778,Alto,Bajo,782.75,40.6,0.304,-0.055
2025-02-18,FIN-02-L004,FIN-02,Rosa,Explorer,Invernadero,2024-11-04,106,0.63,67207,105,Microaspersión,Suelo,Cosecha,4095,85000,0.88,17.0,22.4,10.4,69.1,9.5,0.6,0.58,12.1,81.8,22,13,6.6,4.5,83.3,Medio,1,2.6,6.6,6.2,3,PED-01018,2025-02-04,2025-02-20,CLI-028,Broker,España,Preventa,4008,2938,0.516,5,Baja,14,0,3905,3222,73.3,-786,Alto,Bajo,901.22,74.3,0.335,-0.104
2025-08-18,FIN-03-L014,FIN-03,Gypsophila,New Love,Invernadero,2025-05-17,93,0.96,89901,75,Microaspersión,Suelo,Vegetativo,6240,78000,0.88,16.6,22.2,12.5,67.6,7.8,0.0,0.59,12.1,72.8,24,19,14.1,9.9,78.1,Medio,1,11.0,6.1,7.7,12,PED-01019,2025-07-19,2025-08-23,CLI-008,Exportador,Chile,Spot,4945,1741,0.213,0,Media,30,0,2668,2047,35.2,-2898,Alto,Bajo,204.67,58.8,0.45,0.049
2025-09-21,FIN-03-L023,FIN-03,Gypsophila,Xlence,Campo abierto,2025-07-18,65,0.43,100948,75,Microaspersión,Cascarilla,Cosecha,2795,78000,0.88,15.7,23.7,11.5,82.2,19.2,0.0,0.31,12.2,49.3,35,10,4.1,4.2,90.0,Medio,1,2.6,7.3,8.6,2,PED-01020,2025-09-07,2025-09-23,CLI-028,Mayorista,España,Spot,2816,2728,0.171,0,Alta,14,1,3062,2500,96.9,-316,Medio,Bajo,244.08,69.8,0.18,-0.116
2025-06-24,FIN-01-L004,FIN-01,Gypsophila,Xlence,Invernadero,2025-04-21,64,1.72,89886,75,Goteo,Coco,Botón,11180,78000,0.88,20.8,27.0,14.7,60.3,23.4,0.0,0.91,12.3,28.2,33,29,15.8,11.4,81.9,Medio,1,28.9,6.5,11.5,3,PED-01021,2025-06-10,2025-06-26,CLI-035,Broker,España,Spot,3188,3188,0.158,5,Media,14,0,9789,6318,100.0,3130,Bajo,Alto,172.75,26.1,0.165,0.12
2025-01-23,FIN-03-L026,FIN-03,Rosa,Explorer,Invernadero,2024-10-09,106,0.91,49636,105,Microaspersión,Coco,Cosecha,5915,85000,0.88,15.7,20.1,10.8,61.9,16.7,0.3,0.66,12.0,52.4,30,21,12.1,12.0,92.3,Medio,1,1.8,8.8,8.5,16,PED-01022,2024-12-09,2025-01-27,CLI-120,Broker,Países Bajos,Spot,8446,5931,0.563,5,Alta,45,1,7598,6170,70.2,-2276,Alto,Bajo,2060.48,69.5,0.45,0.133
2025-01-23,FIN-04-L032,FIN-04,Rosa,Freedom,Invernadero,2024-08-20,156,0.81,57752,105,Goteo,Cascarilla,Vegetativo,5265,85000,0.88,17.3,25.3,12.3,83.1,18.8,0.7,0.32,12.6,39.8,21,17,10.1,6.2,81.2,Bajo,1,1.0,4.9,5.8,7,PED-01023,2025-01-02,2025-01-24,CLI-104,Supermercado,Chile,Marketplace,4580,3020,0.438,5,Baja,21,1,4333,3673,65.9,-907,Alto,Bajo,682.31,79.4,0.405,0.015
2025-01-25,FIN-01-L042,FIN-01,Rosa,Explorer,Invernadero,2024-10-24,93,1.04,62449,105,Goteo,Cascarilla,Cosecha,6760,85000,0.88,19.9,26.6,14.6,66.3,22.8,0.5,0.74,12.8,11.0,40,24,12.7,8.0,96.3,Medio,0,10.2,25.7,12.1,13,PED-01024,2025-01-04,2025-01-28,CLI-083,Exportador,Colombia,Contrato,7381,3847,0.436,0,Media,21,1,7009,4318,52.1,-3063,Alto,Bajo,933.99,25.8,0.38,0.126
2025-06-03,FIN-04-L029,FIN-04,Rosa,Explorer,Invernadero,2025-02-17,106,1.35,60779,105,Microaspersión,Suelo,Botón,8775,85000,0.88,17.9,25.5,11.8,63.3,17.2,0.0,0.72,11.8,60.7,11,25,17.2,10.6,99.8,Bajo,1,21.8,7.8,15.8,0,PED-01025,2025-05-13,2025-06-07,CLI-113,Broker,Países Bajos,Marketplace,6520,5419,0.402,12,Alta,21,0,7769,5270,83.1,-1250,Alto,Bajo,1035.42,29.6,0.344,0.017
2025-04-18,FIN-01-L003,FIN-01,Rosa,Vendela,Campo abierto,2024-12-07,132,1.7,70802,105,Microaspersión,Suelo,Cosecha,11050,85000,0.88,18.0,24.6,11.4,91.9,15.2,0.1,0.25,12.0,49.0,16,31,21.9,19.2,74.8,Medio,0,6.8,2.1,10.0,2,PED-01026,2025-03-28,2025-04-21,CLI-047,Exportador,Estados Unidos,Contrato,10038,8459,0.534,10,Baja,21,1,9594,7792,84.3,-2246,Alto,Bajo,2659.61,65.0,0.39,0.155
2025-07-27,FIN-03-L040,FIN-03,Rosa,Explorer,Invernadero,2025-04-10,108,0.84,71598,105,Microaspersión,Suelo,Reposo,5460,85000,0.88,17.7,22.8,11.3,64.3,17.2,0.0,0.7,11.9,37.4,21,18,10.0,8.3,87.4,Bajo,0,24.9,6.3,12.8,8,PED-01027,2025-06-27,2025-07-30,CLI-116,Exportador,Estados Unidos,Preventa,8308,3203,0.56,0,Alta,30,1,5027,3375,38.6,-4933,Alto,Bajo,1164.56,30.7,0.45,0.091
2025-05-21,FIN-01-L006,FIN-01,Rosa,Explorer,Campo abierto,2025-01-27,114,0.75,60575,105,Microaspersión,Suelo,Cosecha,4875,85000,0.88,16.0,20.3,11.5,64.8,17.9,1.5,0.62,12.1,52.1,31,12,8.5,6.6,84.7,Alto,0,5.2,4.3,6.4,3,PED-01028,2025-04-21,2025-05-24,CLI-111,Supermercado,Canadá,Preventa,1889,1889,0.44,0,Media,30,1,8169,6768,100.0,4879,Bajo,Alto,457.89,74.0,0.34,-0.135
2025-12-01,FIN-01-L011,FIN-01,Clavel,Nelson,Invernadero,2025-09-10,82,0.93,87647,90,Microaspersión,Suelo,Cosecha,6045,105000,0.88,17.2,23.9,10.9,58.5,15.8,0.0,0.79,12.1,62.6,35,22,11.2,7.8,88.7,Medio,1,12.3,20.4,13.4,13,PED-01029,2025-11-10,2025-12-03,CLI-063,Supermercado,Estados Unidos,Preventa,7509,3734,0.34,8,Baja,21,1,6396,4049,49.7,-3460,Alto,Bajo,794.99,26.2,0.396,0.12
